Image_name,Caption
im1_1170.jpg,رسم للساحة العامة في البلدة القديمة سلفيت
im1_1171.jpg,حب العزيز
im1_1172.png,غير متماثلة متعددة صاروخ موجه: المحلية صاروخ موجه واحد - بعد صاروخ موجه متعددة
im1_1173.jpg,المعبد المعلق
im1_1174.jpg,هبوط طائرة الخطوط الجوية الفرنسية في مطار الأميرة جوليانا الدولي منخفضة فوق الشاطيء.
im1_1175.png,أبعاد العينة المستخدمة في الاختبار
im1_1176.jpg,المفصل القصي الترقوي من الأمام. المستويان الأمامي والخلفي للرباط الضلعي الترقوي مبينان بالرقمين 7 (المستوى الأمامي) و 7‘ (المستوى الخلفي).
im1_1177.jpg,صورة للصفحتين الأولتين من «المخطوط الفاتيكاني عدد 250»، وهو ترجمة عربية لإنجيل الدياسطرون، ويرقى للعصر العباسي.
im1_1178.svg,مراحل نظام التعليم في تونس
im1_1179.png,إمارة قرطبة عام 929 (بعد 85 عاما من الغزوة).
im1_1180.jpg,صورة قديمة لمطار الأحساء الإقليمي
im1_1181.JPG,برج بغداد
im1_1182.jpg,ألكسندر غراهام بيل عند تلقّيه دكتوراه فخرية في القانون من جامعة إدنبرة، بريطانيا (1906).
im1_1183.JPG,المكونات المستعملة في صنع الحبر للطوامير الآن
im1_1184.jpg,سمكة بوفن.
im1_1185.svg,في الأعلى، مجموعة محاطة. في الأسفل مجموعة تستمر إلى اللانهاية نحو اليمين، فهي مجموعة غير محاطة.
im1_1186.JPG,صُندوق الأطفال المتخلّى عنهم في سانتو سبيريتو في روما
im1_1187.jpg,مكشاف  شبه موصل من الجرمانيوم.
im1_1188.jpg,أيتان Eitan
im1_1189.jpg,اضرار في الابنية في شارع سوريا في طرابلس
im1_1190.png,خريطة توضح المقاطعات الأربع لجماعة طنجة الحضرية.
im1_1191.jpg,عازف أورغان يَدوي في ألمانيا.
im1_1192.svg,معالجة النورإبينفرين في المشبك العصبي. بعد تحرير النورإبينفرين يمكن إمّا استرداده بواسطة النهاية قبل المشبكية، أو هدمه بواسطة الإنزيمات.
im1_1193.jpg,"Preserved Javelin at the متحف الحرب الإمبراطوري, دوكسفرد, 2011"
im1_1194.jpg,برج طوكيو سكاي-تري من الأسفل، الجزء المشع باللون الأزرق هو شينباشيرا (العمود القلبي) للبرج.
im1_1195.jpg,بياتريس ليلي 1950
im1_1196.jpg,أودرى نيفينجر مؤلفة الرواية.
im1_1197.jpg,رسمة بلصور بريشة هنيرش هاردر من عام 1916.
im1_1198.jpg,زاوية سيدي أحمد بن عروس (على يسار الصورة حيث الرجلان في أعلى الدرج) حوالي عام 1900
im1_1199.jpg,مبنى البلدية القديم في القرن التاسع عشر
im1_1200.jpg,عرف برايان وسي إم بنك بعضهما البعض لمدة عشر سنوات منذ أن كانا يلعبان المصارعة في المنظمات المستقلة. في دبليو دبليو إي أصبح برايان وسي إم بانك عدوان لبعضهما البعض بسبب بطولة دبليو دبليو إي عام 2012.
im1_1201.jpg,توزيع جغرافي لأبناء نوح من وجهة نظر توراتية
im1_1202.jpg,عثر على جثة عشيري في 29 يونيو 2006 في حقل مفتوح بالقرب من قرية بيتونيا
im1_1203.jpg,أم وطفل شمبانزي
im1_1204.JPG,عامود حديدي في دلهي، الهند يحتوي على 98% من الحديد المطاوع
im1_1205.jpg,بانوراما للمدرج.
im1_1206.jpg,جسر فورث رود وجسر فورث الحديدي.
im1_1207.jpg,شلاجيتر يواجه فرقة إطلاق النار
im1_1208.jpg,موقع شبه جزيرة إزو في اليابان.
im1_1209.jpg,السفناء الأمريكية الجنوبية، إحدى النسر الأصغر.
im1_1210.jpg,تسلم شهادة الدكتوراه من الرئيس المصري جمال عبد الناصر والريئس العراق عبد الرحمن عارف
im1_1211.jpg,إليوشن إل-2 السوفييتية مهاجِمة القوات البرية الألمانية خلال معركة كورسك
im1_1212.jpeg,"99,999٪ نسبة الموافقة مخلدة على طابع بريد."
im1_1213.jpg,هوبرت فان اإينيس.
im1_1214.jpg,طابع بريد ألماني 1989 خاص وعليه أحفورة تدل على موقع تراث عالمي.
im1_1215.jpg,مستشفى سان أنطونيو في مدينة بورتو.
im1_1216.jpg,Clock boy
im1_1217.png,الريوجاسورس مقارنةً بحجم الإنسان البالغ.
im1_1218.jpg,الكتلة السكنية تتزايد يوماً بعد يوم بالمدينة على حساب الأرض الزراعية بسبب الهجرة.
im1_1219.jpg,هيكل حيوان Dimetrodon grandis، بالمتحف الوطني للتاريخ الطبيعي
im1_1220.JPG,يتواجد هايدروكسوكوبالمين بشكل بلوري ذو لون أحمر في حالته الصلبة في شروط تخزين مناسبة.
im1_1221.jpg,بيدا يترجم إنجيل يوحنا وهو على فراش الموت، بريشة جيمس بنروز (1902).
im1_1222.jpg,كوماينو أو-غيو.
im1_1223.jpg,«الپروساليروس»، أقدم الضفادع الحقيقيَّة المعروفة.
im1_1224.jpg,السنتور - Centaur
im1_1225.JPG,صورة للبحيرة داخل الكهف
im1_1226.jpg,سوبرماركت في بكين، يفرض حدًا شرائيًا يوميًا للأقنعة الجراحية والسوائل المطهرة.
im1_1227.png,سرعة تقارب الحل عند استخدام عدد مختلف من حدود المتسلسلة.
im1_1228.jpg,Eiger، وMönch جونغفرو
im1_1229.jpg,سترايكر ناقلة جنود مدرعة
im1_1230.jpg,خريطة الجزر العذراء
im1_1231.jpg,صليب غوسفورث، وفيه صورة تدل على هيمدال. انكلترا
im1_1232.png,مبدأ عمل العدسة المقعرة: تسمى النقطة F البؤرة التخيلية، وتسمى المسافة بين F ومركز العدسة البعد البؤري
im1_1233.jpg,وجد الفرنسيون قصبة خنيفرة خالية من السكان (1914)
im1_1234.png,شعار الحرس والشباب القومي العربي
im1_1235.JPG,مدينة طليطلة: يظهر قصر طليطلة أو ألكازار في أعلى اليمين بارزا بوضوح على المدينة، وهو القصر أو القلعة التي صمدت فيها قوات موسكاردو أمام حصار استمر 70 يومًا.
im1_1236.jpg,ريتشارد برتون
im1_1237.JPG,حديقة مطلة على شاطئ خليج تومبي
im1_1238.jpg,"رسم عجلة القدر على الصفحة الأولى لمخطوطة بويرن، مع أربع عبارات تحيط بالعجلة
 «Regnabo, Regno, Regnavi, Sum sin regno»  «أنا سوف أحكم، أنا أحكم، أنا حكمت، أنا بدون مملكة»"
im1_1239.jpg,كلينتون، مع الحسين بن طلال ملك الأردن وإسحاق رابين رئيس وزراء إسرائيل أثناء توقيع معاهدة السلام الأردنية الإسرائيلية، في 25 يوليو 1994.
im1_1240.png,أعضاء جمعية اللواء الأبيض الذين تمت محاكمتهم في سجن كوبر بالخرطوم بحري إبان الحكم الثنائي
im1_1241.jpg,رجال القبائل الصحراوية يؤدون الفانتازيا المغربية في موسم طانطان
im1_1242.jpg,الأميرالية الهولندية.
im1_1243.jpg,آنا هوارد شو عام 1914
im1_1244.jpg,سطح جامع صفاقس الكبير
im1_1245.JPG,مثبت خارجي مستخدم لعلاج كسر بأسفل عظمة الكعبرة
im1_1246.JPG,تمثال للوزير نفر منو من مقبرته (TT184)
im1_1247.svg,المجلس الوطني لسلامة النقل
im1_1248.svg,تصنيف السحب
im1_1249.jpg,عدة طبعات من كتاب Vem är det
im1_1250.jpg,معركة ليتل بيغهورن
im1_1251.jpg,انتشرت أشجار الزان الجنوبي خلال الحقبة الوسطى. كما بدأت نباتات مزهرة في الظهور لكنها لم تنتشر إلا خلال العصر السينوزوي (قبل 70 مليون سنة حتى الآن).
im1_1252.png,خريطة توضح المشغلين لصاروخ بالون الأزرق وخارج الخدمة بالأحمر
im1_1253.jpg,بحيرة ولشت في كلاردشت بمازندران
im1_1254.jpg,ملصق الدعاية الأمريكية اخدع المحور استخدم العلاج الوقائي عام 1942
im1_1255.jpg,China Southern Airlines بوينغ 777 in سكاي تيم livery
im1_1256.jpg,استضاف ملعب سيغنال إيدونا بارك في دورتموند كأس السوبر
im1_1257.jpg,السواحل المطلة على البحر المتوسط تحت السيطرة الإيطالية في أقصى اتساع لها خلال صيف عام 1942 محددة باللون الأخضر في حين تبدو السواحل الخاضعة للسيطرة البريطانية محددة باللون الأحمر.
im1_1258.jpg,بئر حرم الرامة
im1_1259.jpg,مقر البنك
im1_1260.svg,القوى المؤثرة على الكرة الدوارة خلال رحلتها: قوى الجاذبية (FG)، مقاومة المائع (FD)، تأثير ماغنوس (FM)، الطفو (FB).
im1_1261.JPG,عبد الرحمن الأرياني ثاني رئيس للجمهورية العربية اليمنية
im1_1262.jpg,رودز ينفذ حركة مسلس بستر على سيث رولينز.
im1_1263.jpg,جسر قديم فوق نهر تشيناب في رامبان وجامو وكشمير بالهند
im1_1264.jpg,سلحفاة جلدية الظهر على الشاطئ
im1_1265.jpg,بندقية قنص من طراز M24
im1_1266.jpg,Cigar سيجار - الحصان الفائز في أول سباق لكأس دبي العالمي
im1_1267.jpg,راجمة الصواريخ الروسية بي إم-30 سميرتش في متحف المدفعية بسانت بطرسبرغ.
im1_1268.jpg,السحلية
im1_1269.jpg,الصفحة الأولى لجواز السفر الألماني الحالي (آذار 2017)
im1_1270.jpg,صورة لمريض نوما منذ عام 1914م
im1_1271.jpg,ضريح سيدي عبد الرحمن الثعالبي
im1_1272.JPG,نعلين لركوب الخيل.
im1_1273.JPG,توضيح بسيط لنظام الاتصال المبسط.
im1_1274.svg,لواء بحري
im1_1275.svg,الصليب فرسان سانتياغو.
im1_1276.svg,خريطة تفشي الجائحة في الهند (حتى 15 أبريل):  1000+ حالة مؤكدة    500–999 حالة مؤكدة    100–499 حالة مؤكدة    50–99 حالة مؤكدة    10–49 حالة مؤكدة    1–9 حالة مؤكدة    انتقلت إلى مقاطعة أخرى
im1_1277.jpg,مسجد قلعة هوارة
im1_1278.jpg,صورة مجهرية للجسر باستخدام صبغة الهيماتوكسيلين والأيوزين وتلوين أزرق صامد للوكسول
im1_1279.jpg,بول وغيليغان في حفل توزيع جوائز جوائز زحل في 2010
im1_1280.jpg,مخططات لب خلية سندان الماس. ويكون حجم الماس بضعة ملليمترات على أقصى تقدير
im1_1281.jpg,ختم ألماني لStauffenberg و Helmuth James Graf von Moltke احتفالًا بعيد ميلادهما المائة
im1_1282.jpg,جنديان من قوات الجيش الأمريكي قرب مبنى جامع الموصل الكبير في عام 2007
im1_1283.png,مقطع عرضي لحليمة محوطة تبين ترتيب الأعصاب وبراعم التذوق
im1_1284.png,حصن 14 في محيط جدار لندن والذي يطل عليه متحف لندن  الطريق الحديث ( نشر عام 1976 ) المسمى بجدار لندنتوضح المنطقة الوردية مدى توسع النار في حريق لندن الكبير عام 1666 وقد دمرت معظم المدينة المسورة
im1_1285.jpg,كوغا زانبيل الزقورة.
im1_1286.jpg,مادونا في إحدي حفلات جولة Confessions Tour .
im1_1287.jpg,بقايا زقورة في مدينة ماري الأثرية في سوريا
im1_1288.JPG,لولب أرخميدس يدار باليد ويرفع المياه من المستوى الأسفل إلى المستوى الأعلى.
im1_1289.jpg,عندما وصل الخط البرتقالي إلى نقطة التشبع إلى حد كونه مشكلة صحية عامة في أبريل 2019 ، كانت القطارات ، حتى خلال ساعة الذروة ، فارغة. [32]
im1_1290.jpg,مدخل المسجد.
im1_1291.jpg,أول مسبار للهند يصل المريخ - بعثة المريخ (مانغاليان).
im1_1292.jpg,قطعة مارشميلو.
im1_1293.jpg,الملكة إيزابيلا الأولى التي تغيرت في عهدها حركة الملكة إلى شكلها الحديث.
im1_1294.jpg,صحن طائر مزعوم شوهد فوق منطفة الباسك في نيو جيرسي في العام 1952.
im1_1295.jpg,الضريح
im1_1296.png,التركيب المجهري للزيوليت ZSM-5
im1_1297.jpg,فيليستي هوفمان، أفضل ممثلة في فيلم – دراما
im1_1298.JPG,مسجد سان بيار
im1_1299.jpg,منصات ربعية في سفينة حربية، سفينة فاسا، من القرن السابع عشر.
im1_1300.jpg,نموذج من دبابة ماوس في متحف كوبينكا، روسيا (2009)
im1_1301.jpg,الإيطالي كلاوديو رانييري الفائز باللقب في 1998.
im1_1302.jpg,إسحاق نيوتن في شيخوخته عام 1712.
im1_1303.jpg,مكتبة السلطان عبد المجيد
im1_1304.jpg,لويجي عام 1979
im1_1305.JPG,لافتة تحذيرية
im1_1306.svg,رسم تخطيطي يوضح قسطرة فولي
im1_1307.svg,المثلث ABC.
im1_1308.png,الدول والأقاليم التي تمنح تأشيرات لحاملي جواز سفر الإكوادور:  الإكوادور    جواز السفر غير مطلوب ويكفي السفر ببطاقة الهوية    تأشيرة مجانية    تأشيرة عند الوصول    تأشيرة مطلوبة قبل السفر
im1_1309.png,شعار نبالة آل تارجارين
im1_1310.jpg,الكويكبات القريبة من الأرض، حسب أرصاد تلسكوب وايس الفضائي.
im1_1311.svg,التمثيل الهندسي لتكامل الدالة f.
im1_1312.png,قائمة أكبر 50 تقسيمات البلاد من حيث المساحة.
im1_1313.jpg,F-224 من البحرية الألمانية
im1_1314.jpg,الكتاب المقدس المترجم للعربية كتبت سنة 500 ميلادية
im1_1315.jpg,شعار حركة دعونا نفعل ذلك!
im1_1316.jpg,"تمثال للودوفوسي آريس أو ""مارس"" إله الحرب في المثيولوجيا الرومانية"
im1_1317.jpg,رخام مكرانا على نصب فيكتوريا التذكاري في كلكتا
im1_1318.JPG,Ramalina fraxinea thallus with ascocarps
im1_1319.jpg,تمثيل دالة اللوغاريتم العقدي على المستوي العقدي (تلوين المناطق).
im1_1320.jpg,زخرفة من كتاب كيلز؛ والذي يُعتبر أفضل كنز وطني في أيرلندا.
im1_1321.jpg,منظر لخليج كوتور
im1_1322.png,الدُّول الإسلاميَّة المُتعددة التي نشأت بعد ضعف الدولة العبَّاسيَّة وزوال هيبة الخلِافة في بغداد.
im1_1323.jpg,قلعة فيلاندري
im1_1324.jpg,صورة لذكر قط مخطط
im1_1325.png,خريطة المدن والبلديات في جزيرة نيجروس
im1_1326.jpg,قلعة مصياف من الخارج (الجهة الجنوبية الشرقية).
im1_1327.JPG,شاحنة خاصة تستخدم لتفريغ الحفر الفنية
im1_1328.jpg,مصدر إضافة التردد من الإشعاع الضوئي
im1_1329.jpg,الشيوارا في معهد شيكاغو للفنون. الأنثى (يسار) والذكور أنماط عمودي.
im1_1330.png,نموذج الكرة والعصا لمجموعة الهيدروكسيل في جزيء الكحول (R3COH).
im1_1331.JPG,مدرسة شيردار أي دار الأسد، بُنيت في القرن السابع عشر في سمرقند، أوزباكستان.
im1_1332.jpg,حديقة صغيرة
im1_1333.jpg,في اجتماع خلال مؤتمر أنابوليس، ويظهر محمود عباس، وجورج بوش ، وايهود باراك، و أحمد قريع، و إيهود أولمرت، وكونداليزا رايز، وليفني، البيت الأبيض 27 نوفمبر 2007
im1_1334.jpg,"ملصق ""استفتاء الانسحاب"" في أوماه في أيرلندا الشمالية قائلاً: ""نرسل إلى الاتحاد الأوروبي 50 مليون جنيه إسترليني كل يوم. دعونا ننفقه على هيئة الخدمات الصحية الوطنية بدلاً من ذلك""."
im1_1335.jpg,أخشاب أرجنتينية في المعرض الدولي في سانت لويس عام 1904.
im1_1336.jpg,"سجن هالك اتش إم.إس ""نجاح""، في هوبارت، تاسمانيا، أستراليا.[2]"
im1_1337.svg,شعار مجلة فوربس
im1_1338.JPG,فورت دنسبارغ في ترانكبار، التي بناها أوف غاد في عام 1620.
im1_1339.jpg,نهركوتوروسل في ياروسلافل
im1_1340.jpg,برادة حديد تنتظم على ورقة وتتخذ اتجاه خطوط المجال المغناطيسي
im1_1341.JPG,رأس الرجاء الصالح أو رأس العوصف كما أسماه دياز
im1_1342.jpg,الحمل أحد الرموز التي تشير إلى يسوع ودوره الخلاصي في المسيحية. الزجاجية من المدرسة والكنيسة المعمدانية في إل كاجون، كاليفورنيا.
im1_1343.jpg,أطلال غرنيكا، 1937
im1_1344.jpg,جاكلين سوزن
im1_1345.jpg,بيت الضيافة على قمة التل
im1_1346.jpg,وقتها - يقف الرئيس الأفغاني المنتخب حميد كرزاي في وسط حشد من الجنود الأمريكيين من مفرزة ألفا 574 التابعة للقوات الخاصة الأمريكية أثناء عملية الحرية الدائمة في أكتوبر 2001.
im1_1347.jpg,"يتنافس ضابطان يابانيان، توشياكي موكاي وتسويوشي نودا لمعرفة من قد يقتل (بالسيف) مائة شخص أولاً. يقرأ العنوان الجريء، ""سجل لا يصدق"" (في المسابقة لقطع رأس 100 شخص) - موكاي 106 - 105 نودا - كلا الملازمين الثانيين يذهبان إلى نوبات إضافية"
im1_1348.jpg,بجعة أسترالية تعرض حوصلتها الكبيرة.
im1_1349.png,موقع كيمبل، ميزوري
im1_1350.jpg,القصر الحكومي في الفاتيكان؛ مقر أغلب المجامع والمجالس البابوية.
im1_1351.jpg,الصفحة الأولى من كتاب ديوفانتوس Arithmetica، نُشر عام 1621، مترجم إلى اللاتينية من طرف كلود غاسبارد باشي دي ميزيرياك.
im1_1352.jpg,وعاء نموذجي من حضارة نقادة II مع رسم مركب
im1_1353.jpg,صورة عازفي مزمار
im1_1354.jpg,صورة جانبية من القلعة
im1_1355.JPG,باب البنات بتونس
im1_1356.jpg,لواء كتيبة الموت (التي أصبحت فيما بعد جزءا من جيش المتطوعين)
im1_1357.jpg,معركة ليبانت
im1_1358.jpg,دورة حياة الشعب اليهودي الاجتماعية والدينية.
im1_1359.jpg,لوحة تذكارية للاغنية في سافانا بولاية جورجيا الأمريكية.
im1_1360.jpg,شريحة بيوس منفصلة
im1_1361.jpg,نموذج لمجرة حلزونية بها قرص ، فوقه وأسفل منه هالة محتوية على تجمعات نجمية متناثرة .
im1_1362.jpg,طابور من أسرى قوات المحور (1943).
im1_1363.jpg,"""شارع 444""، الشّارع الرئيسي في مدينةِ الطيبة والشّارع الأهمُّ في المنطقةِ، حيث يربطُ بين ثلاثة مُدن؛ الطيبة، قلنسوة والطيرة، ويربطُ بين الشّمال والجنوب."
im1_1364.jpeg,حرب الثمانين عاماً الهولندية كانت نقطة تحول مهمة في مغزى الوطنية باتخاذها دلالة سياسية
im1_1365.png,امتداد حضارة وادي السند
im1_1366.JPG,الإلهة نوت في الصباح، رسم على حائط مقبرة رمسيس السادس.
im1_1367.jpg,...
im1_1368.jpg,ك.ل سنترال ليلا
im1_1369.jpg,أحياء طرابلس
im1_1370.jpg,تكرار الحالب. يمكن رؤية حالبين اثنين في هذه الصورة يصلان بين كلية واحدة والمثانة.
im1_1371.jpg,مذبح كاتدرائية مصمم وفقًا لشروط الطقس اللاتيني السابقة التي تفرض على الكاهن التوجه نحو الشرق.
im1_1372.jpg,صورةHaRGB ثلاثي لسديم إن جي سي 1579 من تلسكوب ليفربول في لا بالما
im1_1373.jpg,"""قتال العدو. سياسة دفع الثمن."" كتابات على الجدران العبرية رشها المستوطنون الإسرائيليون في عوريف."
im1_1374.jpg,المراحل الثمان لنشيد رولاند في صورة واحدة
im1_1375.png,بعض ممثلي مراقبي رندلر (الأقواس الزائدية الزرقاء) تم تمثيلها باستعمال الخارطة الديكارتية. الخطوط الحمراء المائلة 45 درجةعن العمودي تمثل أفق رندل، يعرف نظام إحداثي رندلر فقط إلى يمين هذا السطح الحدي.
im1_1376.JPG,النصب التذكاري لشخصيات مصرية في مدينة الشيخ زايد، ويظهر نجيب محفوظ على اليمين.
im1_1377.JPG,لوحة تذكارية في ليدن
im1_1378.jpg,أنثى مُحاطة بذكرين، لاحظ الاختلاف في لون الكِسوة والحجم.
im1_1379.png,"رُسم عدد عقدي على شكل نقطة (باللون الأحمر) وعلى شكل متجهة (باللون الأزرق) في رسم أرغند البياني; 
  
    
      
        a
        +
        b
        i
      
    
    {\displaystyle a+bi}
  
 التعبير المستطيلي للنقطة."
im1_1380.jpg,طائرة سوخوي۳۵ تابعة لسلاح الجو الروسي تعمل في معرض ماکس 2009 في موسكو
im1_1381.png,مقطع.
im1_1382.jpg,دخول الملك أوتو في أثينا بواسطة بيتر فون هيس.
im1_1383.jpg,شناشيل البصرة في الخمسينات
im1_1384.jpg,إجتماع أعضاء رابطة تونس لكرة القدم.
im1_1385.jpg,الفرنسي زين الدين زيدان أول مدرب يفوز باللقب 3 مرات مُتتالية.
im1_1386.jpg,السعفة الذهبية.
im1_1387.jpg,كاتدرائية القديسة إيزابيل في مالابو.
im1_1388.jpg,الصورة لمدخل ملعب الحسين في مدينة الخليل
im1_1389.jpg,بايرون سكوت
im1_1390.jpg,صورة بانورامية للملعب
im1_1391.jpg,ألكسي ميخاليتشينكو
im1_1392.jpg,بنزيما يلعب ضد فياريال في مباراة بالدوري.
im1_1393.jpg,ملعب تسيونغ كوان أو الرياضي
im1_1394.JPG,Smith and Wesson Model 34-1 Kit Gun
im1_1395.JPG,بوري ذهبي يتغذى في المياه الضحلة.
im1_1396.jpg,منظر من برج مراقبة بوسط المدينة لبحيرة يوفاسيارفي
im1_1397.jpg,أندريا دوريا.
im1_1398.jpg,شارع باب جديد
im1_1399.jpg,تهالك اللوحة من القاعة المركزية في الطابق العلوي ، تُظهر مريم العذراء والطفل المسيح. هذا الأخير هو الوصول نحو شجرة التاريخ.
im1_1400.jpg,الرصيف في بالانغا
im1_1401.jpg,نبتة الأرز.
im1_1402.jpg,آلة غرام أو مولّد غرام.
im1_1403.jpg,قيادات مملكة هان التاريخية الأربع في الصين.
im1_1404.jpg,فوهات جبل الكاميرون بعد ثوران البركان عام 2000
im1_1405.jpg,توضع القبائل الجرمانية على سواحل البلطيق قرابة 150 للميلاد.
im1_1406.jpg,The controversial Ferrari 1–2 crossing the finish line in 2002.
im1_1407.jpg,المفوض العام لاتفيا أوتو هاينريش دريشسلر، مفوض الرايخ لاوستلاندهينريتش لوحز، وزير الرايخ للالأراضي الشرقية ألفريد روزنبرغ في عام 1942.
im1_1408.png,التقسيم الإداري لإقليم أوهيغينز.
im1_1409.jpg,تعتبر أهرامات الجيزة من المجسمات المنتظمة
im1_1410.jpg,قبر أورخان الغازي في بورصة.
im1_1411.JPG,كوبين من الشربات في باكستان، مصنوع من روح أفزا، وهي مستخلصات نباتية من الفواكه والأعشاب، وهو مركب غير كحولي.
im1_1412.jpg,إحدى جوانب ساحة رمضان باي في الليل.
im1_1413.jpg,ديار تقليدية من الطوب الطيني.
im1_1414.JPG,فاكهة الرمان
im1_1415.jpg,رسم في إحدى الغرف في المقابر جوجوريو.
im1_1416.jpg,أنظمة الطاقة الشمسية للجامعة
im1_1417.jpg,مِيدالية لِجمعية نادي الأسير
im1_1418.jpg,كاتدرائيَّة فيلنيوس الرومانيَّة الكاثوليكيَّة.
im1_1419.jpg,ماسة الأمل
im1_1420.jpg,"إيرباص إيه 380, في معرض فارنبره في عام 2006"
im1_1421.jpg,كاتدرائية سباسيكو في موسكو.
im1_1422.png,ميلي بلاكيريف شجع ريمسكي-كورساكوف على مواصلة التأليف
im1_1423.jpg,طائرة أيروكار معروضة في متحف إير فونتور للطيران.
im1_1424.jpg,قوات خاصة تابعة لقسم شرطة العاصمة طوكيو
im1_1425.svg,الموقع التقريبي لل Mesoproterozoic (أقدم من 1.3 غ) cratons في أمريكا الجنوبية وأفريقيا.
im1_1426.jpg,المُقْرَنُ الجيبي
im1_1427.jpg,هيشيل على اليسار، يقدم جائزة اليهودية والسلام العالمي لمارتن لوثر كينج  ،7 ديسمبر1965
im1_1428.jpg,منزل أمازيغي مزين بزرابي حائطية وأرضية
im1_1429.jpg,المركز الطبي الأكاديمي، مستشفى في أمستردام حيث يعيش نوري.
im1_1430.jpg,مدينة أشباح برابيت في أوكرانيا بالقرب من مدينة تشيرنوبل.
im1_1431.jpg,جدار الفصل ومستوطنة إسرائيلية بالأفق.
im1_1432.jpg,محلج قطن يرجع للقرن التاسع عشر معروض في متحف إيلي ويتني في هامدين، ولاية كونيتيكت.
im1_1433.jpg,تعبر حدود المملكة المتحدة / جمهورية أيرلندا هذا الطريق في كيلين (بالقرب من نيوري) والذي لا يميزه سوى حد للسرعة بالكيلومتر/ساعة. (تستخدم أيرلندا الشمالية ميل/ساعة.)
im1_1434.jpg,التسلح الرئيسي الموحد لـ أتس أم أسدريدنوت
im1_1435.jpg,مقاعد درجة رجال الأعمال في الطائرات توفر مزيد من المساحة والوسائل التي تزيد عن الدرجة العادية
im1_1436.png,خريطة كوكبة الرامي السماوية
im1_1437.jpg,جامعة دمشق
im1_1438.jpg,غرفة مجلس النواب الأسترالي
im1_1439.jpg,مايكل جاكسون وأولاده في حديقة ديزني لاند عام 2006.
im1_1440.jpg,"نوريس خلال مشهد من الفيلم ""ذا دلتا فورس"" وهو يبحث عن الخاطفين"
im1_1441.jpg,منارة الميناء.
im1_1442.jpg,ثمار الكبر
im1_1443.jpg,لوي في # 487 في تشابل هيل ، نورث كارولينا .
im1_1444.jpg,دوائر ولاية الجزائر
im1_1445.jpg,مخرج من المطار.
im1_1446.jpg,المروحية الهجومية أغستا إيه 129 مانغوستا.
im1_1447.jpg,تقوس كهربي مقداره 3000 فولت بين ابرتين
im1_1448.jpg,مزار مهير بابا
im1_1449.svg,خريطة توضح مسار بسمارك والسفن التي تبعتها
im1_1450.jpg,فيسنتي ديل بوسكي يحصل على جائزة الفيفا لأحسن مدرب سنة 2012
im1_1451.png,مسقط لتصميم تربينة تسلا الخالية من الريش.
im1_1452.jpg,تجعل الكثبان الرملية من منخفض القطارة سدا منيعا أمام السيارات والآليات
im1_1453.png,ادولفو بيوي كاساريز
im1_1454.jpg,المسرح عام 2007
im1_1455.jpg,تيمور بختياري (يسار) بعد إلقاء القبض على نواب صفوي (يمين) - 1955
im1_1456.png,موريتانية الطنجية
im1_1457.jpg,مقطع عرضي في الاكسنومتري الكافاليرا الافقية - cross_sectione_in_plane_oblique_view
im1_1458.JPG,فسيفساء فارسية لآية قرآنية علی مدخل بيت قديم في نيسابور.
im1_1459.jpg,الكنيسة البرتغالية كاثوليكية القديمة في بنغيلا.
im1_1460.jpg,أرز بني.
im1_1461.svg,علم سيشل (SEY)
im1_1462.png,خريطة المعبد الجنائزي لهرم زوسر (الأسرة الرابعة).
im1_1463.JPG,مبنى برايس في كيبك القديمة العالية
im1_1464.jpg,الأستاذ عبد القادر العياش وزوجته مديحة العايش على ضفاف نهر الفرات.[7].
im1_1465.jpg,Jurbanite (field of view: 5 mm)
im1_1466.png,منشور نيكول
im1_1467.jpg,ملعب مغلق بعد أن أعلن العمدة مارتي والش إغلاق جميع الملاعب حتى إشعار آخر.
im1_1468.jpg,المنازل ذي التصميم الفيكتوري في طريق نابرو
im1_1469.jpg,ورقة النبتة هي الموقع الأولي لعملية التمثيل الضوئي في النباتات.
im1_1470.jpg,زيت سيترونيلا
im1_1471.jpg,الأضواء القطبية فوق ألاسكا بفعل المجال المغناطيسي للأرض.
im1_1473.png,طريقة بناء مربع سحري ذو رتبة زوجية مفردة.
im1_1474.jpg,لوحة تمثل فلورا مرسومة من قبل رامبرانت
im1_1475.png,"انظر إلى A, لاحظ العكفة في التيار إلى أعلى, هذا هو مفعول هول, ذات العكفة حدثت بسبب قوة لورنتز, يتحدد الاتجاه بقاعدة اليد اليسرى, * الإبهام في اتجاه سير خطوط المجال المغناطيسي ((من الشمال إلى الجنوب)) * السبابة مع التيار ((من الموجب إلى السالب)) * الوسطى ستشير إلى اتجاه القوة ((و هو علوي في هذه الحالة))"
im1_1476.jpg,باحثون من الإدارة الوطنية للمحيطات والغلاف الجوي (إختصارها بالإنجليزية : NOAA) يقومون بوضع علامة على قرش من نوع قرش الدراس الشائع - مثل هذه الجهود تعتبر ضرورية لتطوير تدابير وإجراءات بخصوص الحفظ.
im1_1477.jpg,جينيفر لوبيز بطلة فيلم رئيسية
im1_1478.jpg,درس في التشريح في بيمارستان بالقاهرة - 1829م.
im1_1479.jpg,"(يسار)هجين دجاج × دجاج غيني  و(يمين)هجين دجاج غيني × طاووس , متحف روتشيلد، ترينغ"
im1_1480.jpg,داخل قصر المنيل
im1_1481.jpg,مخطوط يذكر العصير
im1_1482.jpg,يعقوب بيك
